[SingleUserNotebookApp | WARNING] No nbgrader_config.py file found (rerun with --debug to see where nbgrader is looking)
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/rise?_=1593036298365 (son520804@98.224.219.152) 13.17ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/notebook?_=1593036298366 (son520804@98.224.219.152) 35.38ms
[SingleUserNotebookApp | INFO] Adapting from protocol version 5.1 (kernel c3b6138b-ead7-4ff7-a4e8-6e24d9602fba) to 5.3 (client).
[SingleUserNotebookApp | INFO] 101 GET /user/son520804/api/kernels/c3b6138b-ead7-4ff7-a4e8-6e24d9602fba/channels?session_id=6a6bb61c4d814f828472d852182e2fe5 (son520804@98.224.219.152) 783.79ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/sessions?_=1593036281900 (son520804@98.224.219.152) 16.12ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/terminals?_=1593036281901 (son520804@98.224.219.152) 15.25ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents?type=directory&_=1593036281902 (son520804@98.224.219.152) 33.70ms
[SingleUserNotebookApp | INFO] Starting buffering for c3b6138b-ead7-4ff7-a4e8-6e24d9602fba:6a6bb61c4d814f828472d852182e2fe5
[SingleUserNotebookApp | CRITICAL] received signal 15, stopping
[SingleUserNotebookApp | CRITICAL] received signal 15, stopping
[SingleUserNotebookApp | INFO] Shutting down 1 kernel
[SingleUserNotebookApp | INFO] Kernel shutdown: c3b6138b-ead7-4ff7-a4e8-6e24d9602fba
[SingleUserNotebookApp | WARNING] No nbgrader_config.py file found (rerun with --debug to see where nbgrader is looking)
[SingleUserNotebookApp | INFO] Loading the validate_assignment nbgrader serverextension
[SingleUserNotebookApp | INFO] Starting jupyterhub-singleuser server version 1.0.0
[SingleUserNotebookApp | WARNING] jupyterhub version 0.9.6 != jupyterhub-singleuser version 1.0.0. This could cause failure to authenticate and result in redirect loops!
[SingleUserNotebookApp | INFO] Serving notebooks from local directory: /home/jovyan/etc_composition/config/extensions
[SingleUserNotebookApp | INFO] The Jupyter Notebook is running at:
[SingleUserNotebookApp | INFO] http://jupyter-son520804:8888/user/son520804/
[SingleUserNotebookApp | INFO] Use Control-C to stop this server and shut down all kernels (twice to skip confirmation).
[SingleUserNotebookApp | WARNING] Activity events disabled
[SingleUserNotebookApp | INFO] 302 GET /user/son520804/ -> /user/son520804/tree? (@172.16.89.174) 0.71ms
[SingleUserNotebookApp | INFO] 302 GET /user/son520804/?redirects=1 -> /user/son520804/tree?redirects=1 (@69.136.133.108) 0.78ms
[SingleUserNotebookApp | INFO] 302 GET /user/son520804/tree?redirects=1 -> /hub/api/oauth2/authorize?client_id=jupyterhub-user-son520804&redirect_uri=%2Fuser%2Fson520804%2Foauth_callback&response_type=code&state=[secret] (@69.136.133.108) 2.46ms
[SingleUserNotebookApp | INFO] Logged-in user {'kind': 'user', 'name': 'son520804', 'admin': False, 'groups': [], 'server': '/user/son520804/', 'pending': None, 'created': '2020-04-06T14:45:49.903317Z', 'last_activity': '2020-06-26T14:15:34.541198Z', 'servers': None}
[SingleUserNotebookApp | INFO] 302 GET /user/son520804/oauth_callback?code=[secret]&state=[secret] -> /user/son520804/tree?redirects=1 (@69.136.133.108) 113.39ms
[SingleUserNotebookApp | ERROR] Could not open static file ''
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/tree?redirects=1 (son520804@69.136.133.108) 61.39ms
[SingleUserNotebookApp | WARNING] 404 GET /user/son520804/static/components/react/react-dom.production.min.js (son520804@69.136.133.108) 7.88ms
[SingleUserNotebookApp | WARNING] 404 GET /user/son520804/static/components/react/react-dom.production.min.js (son520804@69.136.133.108) 2.07ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/tree?_=1593180936011 (son520804@69.136.133.108) 10.45ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/common?_=1593180936012 (son520804@69.136.133.108) 2.62ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/terminals?_=1593180936013 (son520804@69.136.133.108) 1.19ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/sessions?_=1593180936014 (son520804@69.136.133.108) 2.07ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/terminals?_=1593180936015 (son520804@69.136.133.108) 1.14ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents?type=directory&_=1593180936016 (son520804@69.136.133.108) 80.28ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/nbgrader_version?version=0.5.6&_=1593180936017 (son520804@69.136.133.108) 1.06ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/sessions?_=1593180936018 (son520804@69.136.133.108) 1.25ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/terminals?_=1593180936019 (son520804@69.136.133.108) 1.13ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents?type=directory&_=1593180936020 (son520804@69.136.133.108) 39.85ms
[SingleUserNotebookApp | INFO] Uploading file to /PyMC3_Full_Training.ipynb
[SingleUserNotebookApp | WARNING] Notebook PyMC3_Full_Training.ipynb is not trusted
[SingleUserNotebookApp | INFO] 201 PUT /user/son520804/api/contents/PyMC3_Full_Training.ipynb (son520804@69.136.133.108) 393.62ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/sessions?_=1593180936021 (son520804@69.136.133.108) 1.28ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents?type=directory&_=1593180936022 (son520804@69.136.133.108) 17.57ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/sessions?_=1593180936023 (son520804@69.136.133.108) 1.39ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/terminals?_=1593180936024 (son520804@69.136.133.108) 1.25ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents?type=directory&_=1593180936025 (son520804@69.136.133.108) 26.94ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/notebooks/PyMC3_Full_Training.ipynb (son520804@69.136.133.108) 287.96ms
[SingleUserNotebookApp | WARNING] 404 GET /user/son520804/static/components/react/react-dom.production.min.js (son520804@69.136.133.108) 2.16ms
[SingleUserNotebookApp | WARNING] 404 GET /user/son520804/static/components/react/react-dom.production.min.js (son520804@69.136.133.108) 6.98ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/notebook?_=1593181040896 (son520804@69.136.133.108) 19.42ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/common?_=1593181040897 (son520804@69.136.133.108) 4.40ms
[SingleUserNotebookApp | WARNING] Notebook PyMC3_Full_Training.ipynb is not trusted
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents/PyMC3_Full_Training.ipynb?type=notebook&_=1593181040898 (son520804@69.136.133.108) 109.98ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents/PyMC3_Full_Training.ipynb/checkpoints?_=1593181040899 (son520804@69.136.133.108) 7.28ms
[SingleUserNotebookApp | INFO] Kernel started: 9935d51b-87d5-4b48-9222-ba9a724f1d25
[SingleUserNotebookApp | INFO] 201 POST /user/son520804/api/sessions (son520804@69.136.133.108) 93.65ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/notebook?_=1593181040902 (son520804@69.136.133.108) 16.77ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/livereveal?_=1593181040900 (son520804@69.136.133.108) 4.66ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/rise?_=1593181040901 (son520804@69.136.133.108) 6.78ms
[SingleUserNotebookApp | INFO] Adapting from protocol version 5.1 (kernel 9935d51b-87d5-4b48-9222-ba9a724f1d25) to 5.3 (client).
[SingleUserNotebookApp | INFO] 101 GET /user/son520804/api/kernels/9935d51b-87d5-4b48-9222-ba9a724f1d25/channels?session_id=5f18e27f0af9450f8953d5707cf83dfa (son520804@69.136.133.108) 616.41ms
[SingleUserNotebookApp | INFO] 200 PATCH /user/son520804/api/contents/PyMC3_Full_Training.ipynb (son520804@69.136.133.108) 61.52ms
[SingleUserNotebookApp | INFO] 200 PATCH /user/son520804/api/sessions/f41d210d-6c63-4488-a3c1-882528ddcc33 (son520804@69.136.133.108) 1.83ms
[SingleUserNotebookApp | WARNING] WebSocket ping timeout after 119945 ms.
[SingleUserNotebookApp | INFO] 302 GET /user/son520804/api/sessions?_=1593036281905 -> /hub/api/oauth2/authorize?client_id=jupyterhub-user-son520804&redirect_uri=%2Fuser%2Fson520804%2Foauth_callback&response_type=code&state=[secret] (@98.224.219.152) 1.63ms
[SingleUserNotebookApp | INFO] 302 GET /user/son520804/api/terminals?_=1593036281906 -> /hub/api/oauth2/authorize?client_id=jupyterhub-user-son520804&redirect_uri=%2Fuser%2Fson520804%2Foauth_callback&response_type=code&state=[secret] (@98.224.219.152) 1.23ms
[SingleUserNotebookApp | INFO] Logged-in user {'kind': 'user', 'name': 'son520804', 'admin': False, 'groups': [], 'server': '/user/son520804/', 'pending': None, 'created': '2020-04-06T14:45:49.903317Z', 'last_activity': '2020-06-26T14:39:59.072312Z', 'servers': None}
[SingleUserNotebookApp | INFO] 302 GET /user/son520804/oauth_callback?code=[secret]&state=[secret] -> /user/son520804/api/terminals?_=1593036281906 (@98.224.219.152) 65.50ms
[SingleUserNotebookApp | WARNING] oauth state 'eyJ1dWlkIjogIjgyMmI4NjZiYjA0ZjQ3ZmU5YjQxOGNjZWU2YjkxYWE2IiwgIm5leHRfdXJsIjogIi91c2VyL3NvbjUyMDgwNC9hcGkvc2Vzc2lvbnM_Xz0xNTkzMDM2MjgxOTA1In0' != 'eyJ1dWlkIjogIjlkZjcyMDFlMTQ4MzRkYjA4ZTRlZjMzZmE0OWVjZDU5IiwgIm5leHRfdXJsIjogIi91c2VyL3NvbjUyMDgwNC9hcGkvdGVybWluYWxzP189MTU5MzAzNjI4MTkwNiJ9'
[SingleUserNotebookApp | WARNING] 403 GET /user/son520804/oauth_callback?code=ef013385-c9e8-414c-9736-d76a0f6e07ba&state=eyJ1dWlkIjogIjgyMmI4NjZiYjA0ZjQ3ZmU5YjQxOGNjZWU2YjkxYWE2IiwgIm5leHRfdXJsIjogIi91c2VyL3NvbjUyMDgwNC9hcGkvc2Vzc2lvbnM_Xz0xNTkzMDM2MjgxOTA1In0 (98.224.219.152): oauth state does not match. Try logging in again.
[SingleUserNotebookApp | WARNING] 403 GET /user/son520804/oauth_callback?code=[secret]&state=[secret] (@98.224.219.152) 4.22ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/terminals?_=1593036281906 (son520804@98.224.219.152) 1.17ms
[SingleUserNotebookApp | INFO] Starting buffering for 9935d51b-87d5-4b48-9222-ba9a724f1d25:5f18e27f0af9450f8953d5707cf83dfa
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/tree? (son520804@98.224.219.152) 9.13ms
[SingleUserNotebookApp | WARNING] 404 GET /user/son520804/static/components/react/react-dom.production.min.js (son520804@98.224.219.152) 2.61ms
[SingleUserNotebookApp | WARNING] 404 GET /user/son520804/static/components/react/react-dom.production.min.js (son520804@98.224.219.152) 1.96ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/tree?_=1593182629504 (son520804@98.224.219.152) 8.41ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/common?_=1593182629505 (son520804@98.224.219.152) 2.84ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/kernelspecs (son520804@98.224.219.152) 11.98ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/terminals?_=1593182629506 (son520804@98.224.219.152) 3.08ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/sessions?_=1593182629507 (son520804@98.224.219.152) 3.14ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/terminals?_=1593182629508 (son520804@98.224.219.152) 2.87ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents?type=directory&_=1593182629509 (son520804@98.224.219.152) 20.42ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/nbgrader_version?version=0.5.6&_=1593182629510 (son520804@98.224.219.152) 1.10ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/notebooks/PyMC3_Code_training.ipynb (son520804@98.224.219.152) 228.09ms
[SingleUserNotebookApp | WARNING] 404 GET /user/son520804/static/components/react/react-dom.production.min.js (son520804@98.224.219.152) 2.76ms
[SingleUserNotebookApp | WARNING] 404 GET /user/son520804/static/components/react/react-dom.production.min.js (son520804@98.224.219.152) 1.81ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/notebook?_=1593182635174 (son520804@98.224.219.152) 13.62ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/common?_=1593182635175 (son520804@98.224.219.152) 4.04ms
[SingleUserNotebookApp | WARNING] Notebook PyMC3_Code_training.ipynb is not trusted
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents/PyMC3_Code_training.ipynb?type=notebook&_=1593182635176 (son520804@98.224.219.152) 98.62ms
[SingleUserNotebookApp | INFO] 201 POST /user/son520804/api/sessions (son520804@98.224.219.152) 2.61ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents/PyMC3_Code_training.ipynb/checkpoints?_=1593182635177 (son520804@98.224.219.152) 7.16ms
[SingleUserNotebookApp | INFO] Adapting from protocol version 5.1 (kernel 9935d51b-87d5-4b48-9222-ba9a724f1d25) to 5.3 (client).
[SingleUserNotebookApp | INFO] 101 GET /user/son520804/api/kernels/9935d51b-87d5-4b48-9222-ba9a724f1d25/channels?session_id=1c18a74ca7024afbb4c754b57e572965 (son520804@98.224.219.152) 6.62ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/livereveal?_=1593182635178 (son520804@98.224.219.152) 4.22ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/rise?_=1593182635179 (son520804@98.224.219.152) 4.39ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/notebook?_=1593182635180 (son520804@98.224.219.152) 17.40ms
[SingleUserNotebookApp | INFO] Adapting from protocol version 5.1 (kernel 9935d51b-87d5-4b48-9222-ba9a724f1d25) to 5.3 (client).
[SingleUserNotebookApp | INFO] 101 GET /user/son520804/api/kernels/9935d51b-87d5-4b48-9222-ba9a724f1d25/channels?session_id=5f18e27f0af9450f8953d5707cf83dfa (son520804@98.224.219.152) 37.94ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents/PyMC3_Code_training.ipynb?content=0&_=1593182635181 (son520804@98.224.219.152) 34.02ms
[SingleUserNotebookApp | INFO] Saving file at /PyMC3_Code_training.ipynb
[SingleUserNotebookApp | WARNING] Notebook PyMC3_Code_training.ipynb is not trusted
[SingleUserNotebookApp | INFO] 200 PUT /user/son520804/api/contents/PyMC3_Code_training.ipynb (son520804@98.224.219.152) 302.61ms
[SingleUserNotebookApp | INFO] 201 POST /user/son520804/api/contents/PyMC3_Code_training.ipynb/checkpoints (son520804@98.224.219.152) 100.68ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents/PyMC3_Code_training.ipynb?content=0&_=1593182635182 (son520804@98.224.219.152) 37.61ms
[SingleUserNotebookApp | INFO] Saving file at /PyMC3_Code_training.ipynb
[SingleUserNotebookApp | WARNING] Notebook PyMC3_Code_training.ipynb is not trusted
[SingleUserNotebookApp | INFO] 200 PUT /user/son520804/api/contents/PyMC3_Code_training.ipynb (son520804@98.224.219.152) 263.86ms
[SingleUserNotebookApp | INFO] 201 POST /user/son520804/api/contents/PyMC3_Code_training.ipynb/checkpoints (son520804@98.224.219.152) 108.67ms
[SingleUserNotebookApp | INFO] Adapting from protocol version 5.1 (kernel 9935d51b-87d5-4b48-9222-ba9a724f1d25) to 5.3 (client).
[SingleUserNotebookApp | INFO] 101 GET /user/son520804/api/kernels/9935d51b-87d5-4b48-9222-ba9a724f1d25/channels?session_id=1c18a74ca7024afbb4c754b57e572965 (son520804@98.224.219.152) 28.48ms
[SingleUserNotebookApp | WARNING] WebSocket ping timeout after 90001 ms.
[SingleUserNotebookApp | WARNING] WebSocket ping timeout after 119803 ms.
[SingleUserNotebookApp | INFO] Starting buffering for 9935d51b-87d5-4b48-9222-ba9a724f1d25:5f18e27f0af9450f8953d5707cf83dfa
[SingleUserNotebookApp | INFO] Adapting from protocol version 5.1 (kernel 9935d51b-87d5-4b48-9222-ba9a724f1d25) to 5.3 (client).
[SingleUserNotebookApp | INFO] 101 GET /user/son520804/api/kernels/9935d51b-87d5-4b48-9222-ba9a724f1d25/channels?session_id=1c18a74ca7024afbb4c754b57e572965 (son520804@98.224.219.152) 35.04ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents/PyMC3_Code_training.ipynb?content=0&_=1593181040903 (son520804@69.136.134.245) 37.71ms
[SingleUserNotebookApp | INFO] Saving file at /PyMC3_Code_training.ipynb
[SingleUserNotebookApp | WARNING] Notebook PyMC3_Code_training.ipynb is not trusted
[SingleUserNotebookApp | INFO] 200 PUT /user/son520804/api/contents/PyMC3_Code_training.ipynb (son520804@69.136.134.245) 260.50ms
[SingleUserNotebookApp | INFO] 201 POST /user/son520804/api/contents/PyMC3_Code_training.ipynb/checkpoints (son520804@69.136.134.245) 115.21ms
[SingleUserNotebookApp | WARNING] Notebook PyMC3_Code_training.ipynb is not trusted
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/nbconvert/notebook/PyMC3_Code_training.ipynb?download=true (son520804@69.136.134.245) 366.30ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/notebooks/PyMC3_Code_training.ipynb (son520804@69.136.134.245) 358.18ms
[SingleUserNotebookApp | WARNING] 404 GET /user/son520804/static/components/react/react-dom.production.min.js (son520804@69.136.134.245) 2.80ms
[SingleUserNotebookApp | WARNING] 404 GET /user/son520804/static/components/react/react-dom.production.min.js (son520804@69.136.134.245) 1.92ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/notebook?_=1593191916438 (son520804@69.136.134.245) 18.47ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/common?_=1593191916439 (son520804@69.136.134.245) 2.97ms
[SingleUserNotebookApp | WARNING] Notebook PyMC3_Code_training.ipynb is not trusted
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents/PyMC3_Code_training.ipynb?type=notebook&_=1593191916440 (son520804@69.136.134.245) 92.65ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/livereveal?_=1593191916441 (son520804@69.136.134.245) 2.65ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/rise?_=1593191916442 (son520804@69.136.134.245) 2.80ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/notebook?_=1593191916443 (son520804@69.136.134.245) 10.08ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents/PyMC3_Code_training.ipynb/checkpoints?_=1593191916444 (son520804@69.136.134.245) 7.60ms
[SingleUserNotebookApp | INFO] 201 POST /user/son520804/api/sessions (son520804@69.136.134.245) 1.84ms
[SingleUserNotebookApp | INFO] Adapting from protocol version 5.1 (kernel 9935d51b-87d5-4b48-9222-ba9a724f1d25) to 5.3 (client).
[SingleUserNotebookApp | INFO] 101 GET /user/son520804/api/kernels/9935d51b-87d5-4b48-9222-ba9a724f1d25/channels?session_id=05d3443eeb3e4161a51c691fcb06a466 (son520804@69.136.134.245) 2.58ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/sessions?_=1593180936026 (son520804@69.136.134.245) 1.38ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/terminals?_=1593180936027 (son520804@69.136.134.245) 1.12ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents?type=directory&_=1593180936028 (son520804@69.136.134.245) 21.30ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/tree (son520804@69.136.134.245) 10.78ms
[SingleUserNotebookApp | WARNING] 404 GET /user/son520804/static/components/react/react-dom.production.min.js (son520804@69.136.134.245) 2.26ms
[SingleUserNotebookApp | WARNING] 404 GET /user/son520804/static/components/react/react-dom.production.min.js (son520804@69.136.134.245) 2.48ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/tree?_=1593191937084 (son520804@69.136.134.245) 2.67ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/common?_=1593191937085 (son520804@69.136.134.245) 2.47ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/terminals?_=1593191937086 (son520804@69.136.134.245) 1.12ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/sessions?_=1593191937087 (son520804@69.136.134.245) 1.32ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/terminals?_=1593191937088 (son520804@69.136.134.245) 1.07ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents?type=directory&_=1593191937089 (son520804@69.136.134.245) 17.01ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/nbgrader_version?version=0.5.6&_=1593191937090 (son520804@69.136.134.245) 2.89ms
[SingleUserNotebookApp | WARNING] 404 GET /user/son520804/static/components/react/react-dom.production.min.js (son520804@69.136.134.245) 2.01ms
[SingleUserNotebookApp | WARNING] 404 GET /user/son520804/static/components/react/react-dom.production.min.js (son520804@69.136.134.245) 1.83ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/notebook?_=1593191943492 (son520804@69.136.134.245) 12.75ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/common?_=1593191943493 (son520804@69.136.134.245) 3.05ms
[SingleUserNotebookApp | WARNING] Notebook PyMC3_Code_training.ipynb is not trusted
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents/PyMC3_Code_training.ipynb?type=notebook&_=1593191943494 (son520804@69.136.134.245) 100.60ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/livereveal?_=1593191943495 (son520804@69.136.134.245) 2.49ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/rise?_=1593191943496 (son520804@69.136.134.245) 2.83ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/notebook?_=1593191943497 (son520804@69.136.134.245) 14.68ms
[SingleUserNotebookApp | INFO] 201 POST /user/son520804/api/sessions (son520804@69.136.134.245) 1.64ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents/PyMC3_Code_training.ipynb/checkpoints?_=1593191943498 (son520804@69.136.134.245) 8.87ms
[SingleUserNotebookApp | INFO] Adapting from protocol version 5.1 (kernel 9935d51b-87d5-4b48-9222-ba9a724f1d25) to 5.3 (client).
[SingleUserNotebookApp | INFO] 101 GET /user/son520804/api/kernels/9935d51b-87d5-4b48-9222-ba9a724f1d25/channels?session_id=9f6712e1dc814a37bfc6ebfde870fde2 (son520804@69.136.134.245) 2.74ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/sessions?_=1593191937091 (son520804@69.136.134.245) 2.13ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/terminals?_=1593191937092 (son520804@69.136.134.245) 1.41ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents?type=directory&_=1593191937093 (son520804@69.136.134.245) 54.82ms
[SingleUserNotebookApp | CRITICAL] received signal 15, stopping
[SingleUserNotebookApp | CRITICAL] received signal 15, stopping
[SingleUserNotebookApp | INFO] Shutting down 1 kernel
[SingleUserNotebookApp | INFO] Kernel shutdown: 9935d51b-87d5-4b48-9222-ba9a724f1d25
[SingleUserNotebookApp | WARNING] No nbgrader_config.py file found (rerun with --debug to see where nbgrader is looking)
[SingleUserNotebookApp | INFO] Loading the validate_assignment nbgrader serverextension
[SingleUserNotebookApp | INFO] Starting jupyterhub-singleuser server version 1.0.0
[SingleUserNotebookApp | WARNING] jupyterhub version 0.9.6 != jupyterhub-singleuser version 1.0.0. This could cause failure to authenticate and result in redirect loops!
[SingleUserNotebookApp | INFO] Serving notebooks from local directory: /home/jovyan/etc_composition/config/extensions
[SingleUserNotebookApp | INFO] The Jupyter Notebook is running at:
[SingleUserNotebookApp | INFO] http://jupyter-son520804:8888/user/son520804/
[SingleUserNotebookApp | INFO] Use Control-C to stop this server and shut down all kernels (twice to skip confirmation).
[SingleUserNotebookApp | WARNING] Activity events disabled
[SingleUserNotebookApp | INFO] 302 GET /user/son520804/ -> /user/son520804/tree? (@172.16.89.174) 0.80ms
[SingleUserNotebookApp | INFO] 302 GET /user/son520804/?redirects=1 -> /user/son520804/tree?redirects=1 (@69.136.134.245) 0.83ms
[SingleUserNotebookApp | INFO] 302 GET /user/son520804/tree?redirects=1 -> /hub/api/oauth2/authorize?client_id=jupyterhub-user-son520804&redirect_uri=%2Fuser%2Fson520804%2Foauth_callback&response_type=code&state=[secret] (@69.136.134.245) 2.81ms
[SingleUserNotebookApp | INFO] Logged-in user {'kind': 'user', 'name': 'son520804', 'admin': False, 'groups': [], 'server': '/user/son520804/', 'pending': None, 'created': '2020-04-06T14:45:49.903317Z', 'last_activity': '2020-06-26T17:19:53.143624Z', 'servers': None}
[SingleUserNotebookApp | INFO] 302 GET /user/son520804/oauth_callback?code=[secret]&state=[secret] -> /user/son520804/tree?redirects=1 (@69.136.134.245) 115.13ms
[SingleUserNotebookApp | ERROR] Could not open static file ''
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/tree?redirects=1 (son520804@69.136.134.245) 154.94ms
[SingleUserNotebookApp | WARNING] 404 GET /user/son520804/static/components/react/react-dom.production.min.js (son520804@69.136.134.245) 14.68ms
[SingleUserNotebookApp | WARNING] 404 GET /user/son520804/static/components/react/react-dom.production.min.js (son520804@69.136.134.245) 1.76ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/tree?_=1593191993944 (son520804@69.136.134.245) 19.17ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/terminals?_=1593191993946 (son520804@69.136.134.245) 6.80ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/common?_=1593191993945 (son520804@69.136.134.245) 8.46ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/sessions?_=1593191993947 (son520804@69.136.134.245) 9.32ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/terminals?_=1593191993948 (son520804@69.136.134.245) 3.14ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents?type=directory&_=1593191993949 (son520804@69.136.134.245) 24.55ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/nbgrader_version?version=0.5.6&_=1593191993950 (son520804@69.136.134.245) 1.08ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/notebooks/PyMC3_Code_training.ipynb (son520804@69.136.134.245) 312.21ms
[SingleUserNotebookApp | WARNING] 404 GET /user/son520804/static/components/react/react-dom.production.min.js (son520804@69.136.134.245) 2.04ms
[SingleUserNotebookApp | WARNING] 404 GET /user/son520804/static/components/react/react-dom.production.min.js (son520804@69.136.134.245) 1.88ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/common?_=1593191997802 (son520804@69.136.134.245) 2.46ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/notebook?_=1593191997801 (son520804@69.136.134.245) 22.28ms
[SingleUserNotebookApp | WARNING] Notebook PyMC3_Code_training.ipynb is not trusted
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents/PyMC3_Code_training.ipynb?type=notebook&_=1593191997803 (son520804@69.136.134.245) 241.28ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/livereveal?_=1593191997804 (son520804@69.136.134.245) 2.93ms
